1/10/2012,0.1
1/13/2012,0.1
1/21/2012,1
1/23/2012,0.4
2/6/2012,1.1
2/19/2012,1
2/27/2012,0.1
3/16/2012,0.1
3/26/2012,2
4/1/2012,8
4/30/2012,0.2
5/13/2012,0.5
5/21/2012,0.2
6/7/2012,3
6/7/2012,0.2
6/9/2012,0.1
6/9/2012,4
6/16/2012,20000
6/17/2012,9
6/17/2012,0.1
6/19/2012,0.1
6/21/2012,0.1
6/24/2012,5
6/27/2012,1.5
6/27/2012,0.7
6/30/2012,0.1
7/1/2012,5
7/2/2012,3
7/2/2012,2
7/10/2012,0.1
7/11/2012,0.2
7/11/2012,0.1
7/13/2012,0.1
7/14/2012,20
7/15/2012,2
7/18/2012,10
7/18/2012,7
7/18/2012,2
7/18/2012,0.3
7/19/2012,1320
7/21/2012,6
7/26/2012,0.1
7/29/2012,0.1
7/30/2012,1
8/7/2012,0.1
8/9/2012,0.2
8/11/2012,0.1
8/12/2012,0.4
8/12/2012,0.1
8/20/2012,1
8/25/2012,0.1
9/2/2012,30
9/9/2012,30
9/10/2012,0.1
9/10/2012,0.1
9/10/2012,0.1
9/10/2012,0.1
9/11/2012,0.1
9/13/2012,1
9/13/2012,0.1
9/14/2012,1
9/14/2012,0.1
9/16/2012,0.1
9/17/2012,0.1
9/18/2012,0.1
10/14/2012,20
10/31/2012,0.1
11/12/2012,4
11/16/2012,0.6
11/28/2012,0.1
12/5/2012,0.1
1/25/2013,0.5
2/25/2013,0.1
3/1/2013,1
3/1/2013,0.2
3/25/2013,0.1
3/30/2013,0.1
3/31/2013,0.1
4/25/2013,2
5/5/2013,3
5/24/2013,0.1
5/31/2013,0.1
6/1/2013,0.2
6/2/2013,1.5
6/11/2013,0.2
6/18/2013,25
6/20/2013,2
6/22/2013,0.1
6/24/2013,0.1
6/30/2013,0.1
7/4/2013,0.2
7/4/2013,0.1
7/7/2013,4
7/8/2013,0.3
7/8/2013,0.2
7/8/2013,5
7/9/2013,0.1
7/10/2013,0.1
7/10/2013,2
7/10/2013,0.2
7/14/2013,100
7/15/2013,0.1
7/20/2013,0.1
7/29/2013,0.1
8/3/2013,2
8/4/2013,0.1
8/8/2013,0.1
8/11/2013,3
8/11/2013,0.5
8/12/2013,0.1
8/14/2013,0.1
8/14/2013,0.2
8/17/2013,2.5
8/18/2013,0.2
9/15/2013,0.1
9/16/2013,1.5
9/16/2013,0.1
9/16/2013,0.1
9/26/2013,0.2
9/29/2013,0.3
10/4/2013,4
10/12/2013,2.5
10/15/2013,1
10/18/2013,0.1
10/23/2013,1
10/23/2013,3
11/3/2013,0.2
11/5/2013,0.5
11/9/2013,0.6
12/4/2013,0.1
12/7/2013,0.3
12/13/2013,0.1
12/15/2013,0.1
1/8/2014,0.1
2/1/2014,0.1
4/9/2014,0.1
4/23/2014,0.2
4/26/2014,0.1
5/7/2014,7
5/11/2014,0.1
5/16/2014,0.3
5/22/2014,3
5/24/2014,4
5/29/2014,0.2
6/1/2014,1.4
6/1/2014,0.4
6/2/2014,0.1
6/9/2014,0.5
6/13/2014,0.1
6/22/2014,0.1
6/25/2014,0.5
6/26/2014,4
6/28/2014,1
6/29/2014,2
7/2/2014,0.05
7/2/2014,0.02
7/4/2014,15
7/4/2014,0.1
7/6/2014,0.1
7/12/2014,4500
7/12/2014,25
7/12/2014,0.5
7/14/2014,0.01
7/14/2014,0.02
7/16/2014,0.01
7/20/2014,1
7/20/2014,0.2
7/21/2014,0.1
7/27/2014,1
7/27/2014,0.01
7/30/2014,0.04
8/1/2014,0.3
8/1/2014,0.1
8/4/2014,0.01
8/5/2014,0.25
8/5/2014,0.05
8/6/2014,0.01
8/8/2014,0.02
8/11/2014,3
8/13/2014,0.3
8/13/2014,0.02
8/18/2014,0.1
8/25/2014,0.02
8/26/2014,2.5
8/28/2014,0.01
9/16/2014,0.03
9/17/2014,2
9/23/2014,15
9/23/2014,8
9/26/2014,0.1
9/26/2014,0.1
9/27/2014,0.1
10/6/2014,0.1
10/9/2014,0.04
10/22/2014,2
11/1/2014,0.1
11/4/2014,1.5
11/4/2014,0.5
11/7/2014,3
11/11/2014,0.4
11/21/2014,0.08
11/24/2014,0.5
12/16/2014,0.5
1/4/2015,0.07
2/2/2015,0.1
4/4/2015,0.06
4/7/2015,0.02
4/28/2015,0.06
5/15/2015,0.03
5/31/2015,0.6
6/10/2015,0.1
6/13/2015,0.5
6/13/2015,0.1
6/13/2015,0.01
6/14/2015,0.5
6/16/2015,0.08
6/28/2015,3
7/11/2015,0.07
7/12/2015,4
7/12/2015,0.01
7/14/2015,0.13
7/17/2015,1
7/17/2015,0.6
7/18/2015,3
7/18/2015,0.04
7/19/2015,3
7/21/2015,0.3
7/22/2015,30
7/22/2015,60
7/26/2015,0.5
7/31/2015,0.25
8/1/2015,10
8/1/2015,15
8/4/2015,0.02
8/6/2015,0.1
8/9/2015,0.5
8/10/2015,0.9
8/10/2015,0.8
8/13/2015,0.2
8/17/2015,10
8/25/2015,4
8/28/2015,0.02
8/30/2015,15
9/2/2015,0.02
9/11/2015,0.6
9/14/2015,0.05
9/16/2015,3
9/21/2015,0.05
9/29/2015,1
10/1/2015,3
10/4/2015,0.08
10/4/2015,0.03
11/4/2015,0.05
11/6/2015,0.02
1/2/2016,0.04
2/2/2016,0.3
2/3/2016,2
2/15/2016,0.3
2/25/2016,0.2
2/27/2016,1
3/6/2016,0.02
4/6/2016,0.1
4/7/2016,1
4/16/2016,0.1
4/23/2016,0.5
4/23/2016,0.05
4/25/2016,1
4/28/2016,0.02
4/29/2016,2
4/30/2016,13
5/6/2016,0.03
5/8/2016,0.5
5/22/2016,5
5/31/2016,15
6/1/2016,3
6/5/2016,1
6/6/2016,2.2
7/22/2016,140
7/26/2016,30
7/28/2016,620
8/3/2016,1
8/7/2016,0.4
8/9/2016,0.4
8/14/2016,0.1
8/15/2016,2
8/21/2016,0.8
8/24/2016,1
9/1/2016,0.05
9/1/2016,0.01
9/6/2016,4
9/8/2016,0.8
9/24/2016,0.01
10/10/2016,0.02
10/16/2016,0.3
10/25/2016,1.2
10/27/2016,0.06
10/27/2016,0.06
10/30/2016,0.35
11/1/2016,1.5
11/6/2016,0.4
11/6/2016,0.01
11/13/2016,1
11/17/2016,0.2
11/18/2016,0.8
11/22/2016,0.7
11/25/2016,2
12/5/2016,0.1
12/11/2016,0.2
12/13/2016,1.5
12/18/2016,0.1
1/15/2017,0.03
2/2/2017,1
2/5/2017,1.5
2/15/2017,0.2
2/15/2017,0.2
2/26/2017,1.5
3/30/2017,0.5
4/11/2017,0.2
4/16/2017,0.05
4/20/2017,0.2
4/28/2017,1
5/3/2017,0.04
5/7/2017,0.05
5/8/2017,1
5/16/2017,0.03
5/17/2017,0.05
5/20/2017,5
5/24/2017,4
5/31/2017,0.5
6/2/2017,3
6/3/2017,0.1
6/13/2017,0.5
6/14/2017,1
6/30/2017,2
7/1/2017,2
7/1/2017,55
7/6/2017,50
7/16/2017,1
7/19/2017,0.5
7/23/2017,3
7/25/2017,0.1
7/29/2017,5
7/30/2017,2
7/31/2017,3400
8/1/2017,60
8/2/2017,0.6
8/3/2017,55
8/3/2017,1.5
8/9/2017,2
8/20/2017,20
8/21/2017,1.5
8/21/2017,0.4
8/26/2017,8
8/27/2017,0.02
8/29/2017,0.05
8/31/2017,1.5
9/3/2017,1.2
9/3/2017,0.1
9/11/2017,2
9/15/2017,0.5
9/21/2017,0.1
9/25/2017,0.2
10/23/2017,1.5
11/3/2017,0.4
11/24/2017,1
12/13/2017,1
1/2/2018,3.5
3/9/2018,0.5
3/27/2018,0.3
3/30/2018,0.5
4/8/2018,0.3
4/14/2018,500
4/18/2018,1
5/12/2018,3
5/26/2018,3
5/27/2018,4
6/12/2018,0.25
6/15/2018,35
6/28/2018,1
7/1/2018,0.1
7/12/2018,10
7/15/2018,10
7/22/2018,5
7/22/2018,8
7/26/2018,12
7/26/2018,0.1
7/26/2018,30
7/27/2018,1.5
8/2/2018,1
8/19/2018,20
8/19/2018,2
9/8/2018,0.5
9/8/2018,0.05
9/17/2018,4
9/27/2018,3
9/28/2018,0.1
11/4/2018,0.3
11/15/2018,2
